full_name,created_at,updated_at,size,stargazers_count,language,has_issues,forks_count,archived,open_issues_count,topics,open_issues,description,fork,has_rego,has_sentinel,has_pulumi,has_cedar,has_kyverno,has_custodian,has_awsconfigcloudgaurd,has_Kubewarden,has_opagatekeeper,contributors_count
netscaler/netscaler-k8s-ingress-controller,2018-09-21T06:40:36Z,2025-03-12T05:48:00Z,64719,314,HCL,True,91,False,33,"api-gateway,citrix,ingress,ingress-controller,k8s,kubernetes,loadbalancer,loadbalancing,netscaler,service-mesh,service-proxy",33,NetScaler Ingress Controller for Kubernetes:,False,False,False,True,False,False,False,False,False,True,42
sysnet4admin/IaC,2019-11-22T04:47:06Z,2025-03-14T10:16:07Z,19135,47,Shell,True,39,False,0,,0,Infrastructure as Code,False,False,False,True,False,False,False,False,False,True,3
nakamasato/kubernetes-training,2020-05-03T01:47:38Z,2025-04-02T21:56:40Z,17335,61,Go,True,6,False,16,"kubernetes,managed-by-terraform",16,Kubernetes training from basics to advanced,False,False,False,True,False,False,False,False,False,True,4
open-cluster-management-io/governance-policy-framework-addon,2022-09-07T08:03:39Z,2025-04-03T16:27:03Z,8042,8,Go,True,21,False,1,,1,The governance-policy-framework OCM addon that handles syncing from and to the Hub.,False,False,False,True,False,False,False,False,False,True,21
ViktorUJ/cks,2023-01-22T19:32:21Z,2025-04-07T13:37:01Z,2724,1072,HCL,True,201,False,1,"aws,certified-kubernetes-security-specialist,cka,cka-exam-preparation,cka-exam-questions,ckad,ckad-exam-questions,cks,cks-exam-preparation,cks-exam-questions,devops,eks,k8s,kcsa,kubeadm,kubernetes,kubernetes-learning,kubernetes-security,learn-kubernetes,terraform",1,"Open-source Platform for learning kubernetes and aws eks   and preparation for  for  Certified Kubernetes exams  (CKA ,CKS , CKAD) ",False,False,False,True,False,False,False,False,False,True,9
sapcc/helm-charts,2016-11-01T17:54:30Z,2025-04-07T17:15:26Z,45380,37,Smarty,True,72,False,286,"helm,kubernetes,openstack",286,Helm charts for SAP Converged Cloud managing openstack on kubernetes,False,False,False,True,False,False,False,False,False,True,231
projectcontour/contour,2017-10-26T20:35:22Z,2025-04-08T04:03:15Z,36755,3773,Go,True,691,False,120,"cncf,contour,envoy,gateway-api,hacktoberfest,http-proxy,ingress-controller,kubernetes",120,Contour is a Kubernetes ingress controller using Envoy proxy.,False,False,False,True,False,False,False,False,False,True,233
ollionorg/gcp-landing-zone,2022-08-26T05:56:02Z,2025-04-01T15:09:53Z,4995,33,HCL,True,14,False,7,"cis-gcp-benchmark,cloud-compliance,cloud-security,compliance,foundation,gcp,gcp-enterprice-foundations-blueprint,gcp-landing-zone,gcp-landing-zones,google-cloud-landing-zone,google-cloud-landing-zone-platform,nist800-53,opa,pci-dss,regula,security,security-foundation",7,"Leverage Ollion's GCP Landing Zone to deploy a secure, compliant foundation with ease. The repository contains an implementation of a secure and compliant landing zone pattern that will help expedite cloud migration for an enterprise in a heavily regulated industry.",False,True,False,False,False,False,False,False,False,False,12
ollionorg/gcp-landing-zone,2022-08-26T05:56:02Z,2025-04-01T15:09:53Z,4995,33,HCL,True,14,False,7,"cis-gcp-benchmark,cloud-compliance,cloud-security,compliance,foundation,gcp,gcp-enterprice-foundations-blueprint,gcp-landing-zone,gcp-landing-zones,google-cloud-landing-zone,google-cloud-landing-zone-platform,nist800-53,opa,pci-dss,regula,security,security-foundation",7,"Leverage Ollion's GCP Landing Zone to deploy a secure, compliant foundation with ease. The repository contains an implementation of a secure and compliant landing zone pattern that will help expedite cloud migration for an enterprise in a heavily regulated industry.",False,False,False,True,False,False,False,False,False,True,12
ollionorg/gcp-landing-zone,2022-08-26T05:56:02Z,2025-04-01T15:09:53Z,4995,33,HCL,True,14,False,7,"cis-gcp-benchmark,cloud-compliance,cloud-security,compliance,foundation,gcp,gcp-enterprice-foundations-blueprint,gcp-landing-zone,gcp-landing-zones,google-cloud-landing-zone,google-cloud-landing-zone-platform,nist800-53,opa,pci-dss,regula,security,security-foundation",7,"Leverage Ollion's GCP Landing Zone to deploy a secure, compliant foundation with ease. The repository contains an implementation of a secure and compliant landing zone pattern that will help expedite cloud migration for an enterprise in a heavily regulated industry.",False,True,False,False,False,False,False,False,False,False,12
ollionorg/gcp-landing-zone,2022-08-26T05:56:02Z,2025-04-01T15:09:53Z,4995,33,HCL,True,14,False,7,"cis-gcp-benchmark,cloud-compliance,cloud-security,compliance,foundation,gcp,gcp-enterprice-foundations-blueprint,gcp-landing-zone,gcp-landing-zones,google-cloud-landing-zone,google-cloud-landing-zone-platform,nist800-53,opa,pci-dss,regula,security,security-foundation",7,"Leverage Ollion's GCP Landing Zone to deploy a secure, compliant foundation with ease. The repository contains an implementation of a secure and compliant landing zone pattern that will help expedite cloud migration for an enterprise in a heavily regulated industry.",False,False,False,True,False,False,False,False,False,True,12
uhhhci/immersive-ngp,2022-11-08T14:35:18Z,2025-03-21T00:53:11Z,250566,307,C,True,25,False,13,,13,"We present the first open-source VR NERF Unity package that brings high resolution, low-latency, 6-DOF NERF rendering to VR. This work is based on Nvidia's ground breaking instant-ngp technique.",False,False,True,False,False,False,False,False,False,False,3
m-mizutani/ghnotify,2022-02-27T01:48:45Z,2024-12-14T01:21:23Z,184,21,Go,True,6,False,6,"github-actions,go,slack",6,General GitHub event notification tool to Slack with Open Policy Agent and Rego,False,True,False,False,False,False,False,False,False,False,3
magda-io/magda,2016-08-23T07:27:25Z,2025-04-08T01:02:37Z,235959,531,JavaScript,True,94,False,369,"elasticsearch,kubernetes,nodejs,open-data,postgresql,scala",369,"A federated, open-source data catalog for all your big data and small data",False,True,False,False,False,False,False,False,False,False,41
eksctl-io/eksctl,2018-05-23T08:41:03Z,2025-04-04T18:25:11Z,66560,5036,Go,True,1447,False,105,"amazon-web-services,aws-cloudformation,aws-ec2,aws-eks,eks,kubernetes,kubernetes-cluster,kubernetes-deployment,kubernetes-setup",105,The official CLI for Amazon EKS,False,False,False,False,False,True,False,False,False,False,364
negz/crossplane-scale,2021-09-13T03:53:06Z,2024-04-23T01:11:16Z,2490,6,Shell,True,5,False,0,,0,@crossplane scale testing,False,False,False,False,False,True,False,False,False,False,3
crossplane-contrib/crossplane-cdk8s,2020-11-11T19:15:14Z,2025-03-21T22:38:29Z,4885,45,TypeScript,True,6,False,10,,10,Compose your own cloud APIs in Kubernetes using familiar languages.,False,False,False,False,False,True,False,False,False,False,2
microsoft/all-things-azure,2024-10-16T17:59:18Z,2025-04-04T02:00:28Z,19505,13,Python,True,8,False,1,,1,,False,False,False,False,False,True,False,False,False,False,7
gardener/gardener,2018-01-13T20:57:47Z,2025-04-08T04:12:00Z,211505,3103,Go,True,505,False,126,"cluster,controller,extensibility,gardener,golang,hcp,hosted-control-planes,hosted-controlplanes,k8s,k8s-in-k8s,kubernetes,kubernetes-cluster,kubernetes-in-kubernetes",126,Homogeneous Kubernetes clusters at scale on any infrastructure using hosted control planes.,False,False,False,False,False,True,False,False,False,False,234
gardener/gardener,2018-01-13T20:57:47Z,2025-04-08T04:12:00Z,211505,3103,Go,True,505,False,126,"cluster,controller,extensibility,gardener,golang,hcp,hosted-control-planes,hosted-controlplanes,k8s,k8s-in-k8s,kubernetes,kubernetes-cluster,kubernetes-in-kubernetes",126,Homogeneous Kubernetes clusters at scale on any infrastructure using hosted control planes.,False,False,False,False,False,False,True,False,False,False,234
devxp-tech/gitops,2021-11-03T15:47:35Z,2025-02-09T21:28:07Z,6562,43,Shell,True,25,False,12,"argo,argo-cd,argo-events,argo-rollouts,argo-workflows,charts,cicd,cncf,container,deploy,deployment,devops,docker,gitops,helm,infraascode,kubernetes",12,🏗️ GitOps Repository ,False,False,False,False,False,True,False,False,False,False,16
kro-run/kro,2024-09-12T17:34:32Z,2025-04-08T06:57:24Z,9300,1669,Go,True,171,False,98,,98,kro | Kube Resource Orchestrator,False,False,False,False,False,True,False,False,False,False,59
aws-samples/awsome-distributed-training,2023-09-30T16:22:35Z,2025-04-06T22:40:12Z,147793,277,Shell,True,111,False,47,"aws,awsbatch,distributed-training,efa,eks,generative-ai,gpu,hyperpod,llm-training,parallelcluster",47,"Collection of best practices, reference architectures, model training examples and utilities to train large models on AWS. ",False,False,False,False,False,True,False,False,False,False,57
harness-community/harnesscd-example-apps,2023-04-27T19:23:35Z,2025-04-05T08:11:27Z,2006,13,CSS,False,944,False,6,,6,Example Apps to Demonstrate Harness CD & GitOps,False,False,False,False,False,True,False,False,False,False,22
openshift/managed-cluster-config,2019-02-26T21:44:58Z,2025-04-08T07:35:31Z,68608,57,HTML,True,215,False,7,osdv4,7,Static deployable artifacts for managed OSD clusters,False,False,False,False,False,True,False,False,False,False,204
kdash-rs/kdash,2021-04-13T05:38:42Z,2025-04-06T21:38:18Z,9946,2229,Rust,True,85,False,40,"dashboard,hacktoberfest,k8s,kubernetes,monitoring,rust,tui",40,A simple and fast dashboard for Kubernetes,False,False,False,False,False,True,False,False,False,False,16
argoproj/argo-cd,2018-02-09T11:12:01Z,2025-04-08T07:54:53Z,132997,19144,Go,True,5877,False,3587,"argo,argo-cd,cd,ci-cd,cicd,continuous-delivery,continuous-deployment,devops,docker,gitops,hacktoberfest,helm,jsonnet,kubernetes,kustomize,pipeline",3587,Declarative Continuous Deployment for Kubernetes,False,False,False,False,False,True,False,False,False,False,1654
plexsystems/konstraint,2019-09-13T03:02:46Z,2025-03-31T00:23:44Z,1369,386,Go,True,51,False,12,"conftest,gatekeeper,kubernetes,opa,open-policy-agent,policy,rego",12,A policy management tool for interacting with Gatekeeper,False,True,False,False,False,False,False,False,False,False,27
plexsystems/konstraint,2019-09-13T03:02:46Z,2025-03-31T00:23:44Z,1369,386,Go,True,51,False,12,"conftest,gatekeeper,kubernetes,opa,open-policy-agent,policy,rego",12,A policy management tool for interacting with Gatekeeper,False,False,False,True,False,False,False,False,False,True,27
plexsystems/konstraint,2019-09-13T03:02:46Z,2025-03-31T00:23:44Z,1369,386,Go,True,51,False,12,"conftest,gatekeeper,kubernetes,opa,open-policy-agent,policy,rego",12,A policy management tool for interacting with Gatekeeper,False,True,False,False,False,False,False,False,False,False,27
plexsystems/konstraint,2019-09-13T03:02:46Z,2025-03-31T00:23:44Z,1369,386,Go,True,51,False,12,"conftest,gatekeeper,kubernetes,opa,open-policy-agent,policy,rego",12,A policy management tool for interacting with Gatekeeper,False,False,False,True,False,False,False,False,False,True,27
HoussemDellai/ProductsStoreOnKubernetes,2018-09-26T21:36:56Z,2025-03-09T13:15:02Z,54376,138,HTML,True,838,False,3,"aks,asp-net-core,asp-net-core-mvc,azure,docker,dockerfile,k8s,kubernetes,sqlserver",3,Demoing deployment of Docker containers into Kubernetes for both minikube and Azure AKS.,False,False,False,True,False,False,False,False,False,True,3
mongodb/mongodb-enterprise-kubernetes,2018-05-18T13:45:28Z,2025-04-07T08:54:28Z,4023,325,Dockerfile,False,130,False,9,"cloud-manager,kubernetes,kubernetes-operator,mongodb,mongodb-database,operator,ops-manager",9,MongoDB Enterprise Kubernetes Operator,False,False,False,True,False,False,False,False,False,True,38
sixeyed/kiamol,2020-03-04T20:32:12Z,2025-04-01T01:39:55Z,10591,316,C#,True,246,False,59,kubernetes,59,Learn Kubernetes in a Month of Lunches,False,False,False,True,False,False,False,False,False,True,2
cloudnativehero/cks-prep,2020-12-24T13:18:14Z,2024-06-18T14:31:46Z,87,27,Shell,True,11,False,0,,0,Examples created for Certified Kubernetes Security Specialist (CKS) Exam,False,False,False,True,False,False,False,False,False,True,2
killer-sh/cks-course-environment,2020-11-18T12:26:00Z,2025-03-22T16:39:08Z,163,428,Shell,False,520,False,3,,3,,False,False,False,True,False,False,False,False,False,True,11
openshift-4-compliance/openshift-4-compliance-automation,2021-03-14T08:42:10Z,2024-06-20T10:20:46Z,331,11,,True,11,False,3,,3,A repository that aggregates policies from multiple OpenShift compliance products.,False,False,False,True,False,False,False,False,False,True,10
DevOpsRunbook/FastCampus,2022-01-08T11:17:30Z,2025-03-11T05:58:52Z,2423,87,Java,False,340,False,0,"docker,kubernetes,msa",0,Kubernetes와 Docker로 한번에 끝내는 컨테이너 기반 MSA 실습 예제코드,False,False,False,True,False,False,False,False,False,True,4
dmwm/CMSKubernetes,2018-03-02T18:07:57Z,2025-04-02T20:58:29Z,17385,18,Shell,True,44,False,16,,16,Set of instructions and examples to deploy CMS data-services to Kubernetes cluster,False,False,False,True,False,False,False,False,False,True,65
swgriffith/azure-guides,2019-10-09T20:54:13Z,2025-04-04T18:06:00Z,85347,49,Shell,True,31,False,1,,1,,False,False,False,True,False,False,False,False,False,True,5
veraison/services,2022-07-21T13:50:53Z,2025-04-04T11:17:59Z,132837,27,HTML,True,21,False,51,,51,Attestation verification services based on Veraison components,False,True,False,False,False,False,False,False,False,False,12
walt-id/waltid-ssikit,2021-08-04T08:19:14Z,2025-04-02T12:17:19Z,5273,109,Kotlin,True,37,False,0,"blockchain,cryptography,decentralized-identifiers,decentralized-identity,gradle,java,kotlin,self-sovereign-identity,siopv2,ssi,verifiable-credentials,wallet-service",0,All-In-One SSI infrastructure toolkit,False,True,False,False,False,False,False,False,False,False,17
walt-id/waltid-ssikit,2021-08-04T08:19:14Z,2025-04-02T12:17:19Z,5273,109,Kotlin,True,37,False,0,"blockchain,cryptography,decentralized-identifiers,decentralized-identity,gradle,java,kotlin,self-sovereign-identity,siopv2,ssi,verifiable-credentials,wallet-service",0,All-In-One SSI infrastructure toolkit,False,False,False,False,False,False,True,False,False,False,17
walt-id/waltid-ssikit,2021-08-04T08:19:14Z,2025-04-02T12:17:19Z,5273,109,Kotlin,True,37,False,0,"blockchain,cryptography,decentralized-identifiers,decentralized-identity,gradle,java,kotlin,self-sovereign-identity,siopv2,ssi,verifiable-credentials,wallet-service",0,All-In-One SSI infrastructure toolkit,False,True,False,False,False,False,False,False,False,False,17
walt-id/waltid-ssikit,2021-08-04T08:19:14Z,2025-04-02T12:17:19Z,5273,109,Kotlin,True,37,False,0,"blockchain,cryptography,decentralized-identifiers,decentralized-identity,gradle,java,kotlin,self-sovereign-identity,siopv2,ssi,verifiable-credentials,wallet-service",0,All-In-One SSI infrastructure toolkit,False,False,False,False,False,False,True,False,False,False,17
meshery/meshery,2018-11-14T13:41:00Z,2025-04-08T03:27:04Z,1009112,6983,JavaScript,True,2193,False,697,"cloud-native,cncf,control-plane,docker,gitops,golang,gsoc,hacktoberfest,infrastructure-as-code,internal-developer-platform,kubernetes,kubernetes-operator,management-plane,meshery,opa,platform-engineering,reactjs,visualization,wasm,webassembly",697,"Meshery, the cloud native manager",False,True,False,False,False,False,False,False,False,False,1222
aptakube/kubespec.dev,2024-10-06T12:35:46Z,2025-04-08T03:43:01Z,4944,419,TypeScript,True,19,False,7,kubernetes,7,Kubernetes Spec Explorer,False,False,False,False,False,True,False,False,False,False,11
aws/aws-parallelcluster,2014-05-12T22:42:19Z,2025-04-04T17:46:03Z,27248,860,Python,True,314,False,151,,151,AWS ParallelCluster is an AWS supported Open Source cluster management tool to deploy and manage HPC clusters in the AWS cloud.,False,False,False,False,False,True,False,False,False,False,123
k8s-operatorhub/community-operators,2021-06-23T09:23:18Z,2025-04-08T04:57:01Z,465224,237,Dockerfile,True,622,False,8,,8,The canonical source for Kubernetes Operators that are published on OperatorHub.io and part of the default catalog of the Operator Lifecycle Manager.,False,False,False,False,False,True,False,False,False,False,949
k8s-operatorhub/community-operators,2021-06-23T09:23:18Z,2025-04-08T04:57:01Z,465224,237,Dockerfile,True,622,False,8,,8,The canonical source for Kubernetes Operators that are published on OperatorHub.io and part of the default catalog of the Operator Lifecycle Manager.,False,False,False,True,False,False,False,False,False,True,949
k8s-operatorhub/community-operators,2021-06-23T09:23:18Z,2025-04-08T13:12:28Z,465253,237,Dockerfile,True,622,False,10,,10,The canonical source for Kubernetes Operators that are published on OperatorHub.io and part of the default catalog of the Operator Lifecycle Manager.,False,False,False,False,False,True,False,False,False,False,949
k8s-operatorhub/community-operators,2021-06-23T09:23:18Z,2025-04-08T13:12:28Z,465253,237,Dockerfile,True,622,False,10,,10,The canonical source for Kubernetes Operators that are published on OperatorHub.io and part of the default catalog of the Operator Lifecycle Manager.,False,False,False,True,False,False,False,False,False,True,949
redhat-openshift-ecosystem/certified-operators,2021-09-27T17:16:03Z,2025-04-08T08:08:18Z,70330,52,Dockerfile,True,479,False,26,,26,Production catalog for Red Hat Certified Operator Bundles ,False,False,False,False,False,True,False,False,False,False,505
loft-sh/jspolicy,2021-05-03T00:24:46Z,2025-04-05T10:40:42Z,157649,387,Go,True,39,False,19,,19,jsPolicy - Easier & Faster Kubernetes Policies using JavaScript or TypeScript,False,False,False,False,False,True,False,False,False,False,26
Mellanox/network-operator,2020-06-29T11:20:04Z,2025-04-07T19:04:33Z,4809,246,Go,True,60,False,44,,44,NVIDIA Network Operator,False,False,False,False,False,True,False,False,False,False,32
Verizon/5GEdgeTutorials,2020-11-02T17:10:12Z,2024-10-13T03:20:52Z,5113,39,HTML,True,21,False,0,,0,,False,False,False,False,False,True,False,False,False,False,10
vazkarvishal/vishal-vazkar-poc-collection,2021-01-04T10:28:27Z,2024-07-16T15:05:47Z,146621,7,JavaScript,True,6,False,0,,0,,False,False,False,False,False,True,False,False,False,False,5
devopstales/trivy-operator,2021-10-02T14:12:11Z,2024-09-16T20:29:05Z,46672,47,Python,True,10,False,10,"admission-control,admission-controlers,admission-controller,kopf,kubernetes,kubernetes-operator,kubernetes-operators,operator,python,python-kubernetes,python3,trivy",10,Kubernetes Operator based on the open-source container vulnerability scanner Trivy.,False,False,False,False,False,True,False,False,False,False,8
Azure/azure-policy,2017-07-27T03:58:06Z,2025-04-08T07:14:51Z,16796,1558,Open Policy Agent,True,1109,False,249,"azure,policy",249,Repository for Azure Resource Policy built-in definitions and samples,False,False,False,True,False,False,False,False,False,True,66
StatCan/gatekeeper-policies,2019-07-31T19:18:40Z,2024-06-28T19:04:20Z,78364,16,Open Policy Agent,True,12,False,9,"cloud-native,cns,gatekeeper,kubernetes,opa,open-policy-agent",9,Policies that are to be enforced by GateKeeper for the Cloud Native Platform,False,False,False,True,False,False,False,False,False,True,15
open-policy-agent/gatekeeper-library,2019-06-11T19:34:50Z,2025-04-08T06:50:12Z,9665,672,Open Policy Agent,True,336,False,21,"cncf,gatekeeper,hacktoberfest,kubernetes,opa,policy,policy-library",21,📚 The OPA Gatekeeper policy library,False,True,False,False,False,False,False,False,False,False,74
open-policy-agent/gatekeeper-library,2019-06-11T19:34:50Z,2025-04-08T06:50:12Z,9665,672,Open Policy Agent,True,336,False,21,"cncf,gatekeeper,hacktoberfest,kubernetes,opa,policy,policy-library",21,📚 The OPA Gatekeeper policy library,False,False,False,True,False,False,False,False,False,True,74
open-policy-agent/gatekeeper-library,2019-06-11T19:34:50Z,2025-04-08T06:50:12Z,9665,672,Open Policy Agent,True,336,False,21,"cncf,gatekeeper,hacktoberfest,kubernetes,opa,policy,policy-library",21,📚 The OPA Gatekeeper policy library,False,True,False,False,False,False,False,False,False,False,74
open-policy-agent/gatekeeper-library,2019-06-11T19:34:50Z,2025-04-08T06:50:12Z,9665,672,Open Policy Agent,True,336,False,21,"cncf,gatekeeper,hacktoberfest,kubernetes,opa,policy,policy-library",21,📚 The OPA Gatekeeper policy library,False,False,False,True,False,False,False,False,False,True,74
charmed-kubernetes/jenkins,2016-12-01T17:44:24Z,2025-04-04T18:38:40Z,8036,11,Python,False,24,False,15,,15,The scripts to build and test kubernetes in jenkins. Report bugs at https://bugs.launchpad.net/charmed-kubernetes.,False,False,False,True,False,False,False,False,False,True,39
wkspower/wks-platform,2022-08-16T08:52:11Z,2025-03-22T13:54:33Z,18900,39,Java,True,18,False,47,,47,"WKS Platform is a cutting-edge Adaptive Case Management platform built on top of Camunda workflow automation engine. Designed to empower organizations with agile and flexible case management capabilities, WKS Platform enables efficient handling of complex, unstructured processes.",False,True,False,False,False,False,False,False,False,False,17
microfisher/NETCore-Snowflake-Framework,2020-01-10T14:23:42Z,2025-04-02T23:09:45Z,14279,65,C#,True,22,False,5,,5,雪花框架：基于.NET Core + Mysql + Redis + RabbitMQ 设计的高性能多层架构，涵盖了仓储设计模式、全局日志、JWT授权认证、Swagger API管理、请求时间统计等功能，Docker配置文件、服务安装文件等。,False,False,True,False,False,False,False,False,False,False,3
microsoft/Ironclad,2015-09-23T20:44:40Z,2025-02-16T11:20:23Z,84237,244,Dafny,True,56,False,1,,1,The MSR Ironclad project builds provably secure and reliable systems.,False,False,True,False,False,False,False,False,False,False,11
microsoft/MRDL_Unity_PeriodicTable,2017-04-21T17:20:01Z,2025-03-18T22:59:34Z,287839,260,C#,True,101,False,6,,6,Periodic Table of the Elements for HoloLens and Immersive headset,False,False,True,False,False,False,False,False,False,False,5
microsoft/OpenXR-Unity-MixedReality-Samples,2021-03-24T23:51:43Z,2025-04-07T08:18:35Z,79710,255,ShaderLab,True,72,False,3,,3,Sample Unity projects to demo how to use OpenXR plugin in Unity for HoloLens 2 and Mixed Reality headsets,False,False,True,False,False,False,False,False,False,False,9
microsoft/hcsshim,2015-06-29T16:44:26Z,2025-04-04T02:02:16Z,41578,599,Go,True,265,False,191,,191,Windows - Host Compute Service Shim,False,True,False,False,False,False,False,False,False,False,125
microsoft/rego-cpp,2023-04-28T10:40:36Z,2025-04-04T02:04:25Z,3352,35,C++,True,11,False,13,"c,cpp,opa,policy,policy-engine,python,rust",13,A C++ interpreter for the OPA policy language Rego,False,True,False,False,False,False,False,False,False,False,7
microsoft/regorus,2023-02-09T18:46:41Z,2025-04-07T20:18:06Z,1802,188,Open Policy Agent,True,37,False,24,"c,confidential-computing,cpp,csharp,golang,interpreter,java,javascript,no-std,opa,policy-as-code,python,rego,rust,wasm",24,"Regorus - A fast, lightweight Rego (OPA policy language) interpreter written in Rust.",False,True,False,False,False,False,False,False,False,False,14
ministryofjustice/cloud-platform-environments,2018-05-29T09:51:12Z,2025-04-08T09:15:20Z,101085,72,HCL,True,36,False,126,"cloud-platform,go,kubernetes-manifests,terraform-configurations",126,Environment configuration for the Cloud Platform,False,True,False,False,False,False,False,False,False,False,1057
ministryofjustice/modernisation-platform,2020-08-05T13:32:28Z,2025-04-08T08:27:49Z,26090,696,HCL,True,291,False,112,"architecture-decisions,aws,civil-service,documentation,modernisation-platform",112,A place for the core work of the Modernisation Platform • This repository is defined and managed in Terraform,False,True,False,False,False,False,False,False,False,False,134
kyverno/policy-reporter,2021-02-19T23:55:09Z,2025-04-08T08:07:37Z,52445,307,Go,True,96,False,18,"grafana,kubernetes,kyverno,metrics,observability,prometheus-metrics",18,Monitoring and Observability Tool for the PolicyReport CRD with an optional UI.,False,False,False,False,False,True,False,False,False,False,73
luminartech/helm-charts-public,2023-01-02T07:27:26Z,2025-03-31T22:37:00Z,1412,10,Mustache,True,5,False,2,"crossplane,crossplane-provider-aws,helm-chart-repository,helm-charts,infrastructure,infrastructure-as-code,infrastructure-modules,kubernetes",2,Luminar Technologies public repository for kubernetes helm charts,False,False,False,False,False,True,False,False,False,False,13
google/oss-fuzz,2016-07-20T19:39:50Z,2025-04-08T04:39:54Z,46747,10959,Shell,True,2335,False,509,"fuzz-testing,fuzzing,oss-fuzz,security,stability,vulnerabilities",509,OSS-Fuzz - continuous fuzzing for open source software.,False,False,False,False,False,False,True,False,False,False,1149
getgrit/gritql,2024-03-08T23:18:51Z,2025-04-08T07:44:37Z,56765,3636,Rust,True,94,False,120,"ast,codemod,javascript,linter,refactoring,rust,search,tree-sitter",120,"GritQL is a query language for searching, linting, and modifying code.",False,False,False,False,False,False,True,False,False,False,25
davidclin/cloudcustodian-policies,2018-04-13T18:11:49Z,2025-02-06T10:06:46Z,1029,142,Jinja,True,77,False,2,,2,Cloud Custodian policy that logs unused security groups,False,False,False,False,False,False,True,False,False,False,5
davidclin/cloudcustodian-policies,2018-04-13T18:11:49Z,2025-02-06T10:06:46Z,1029,142,Jinja,True,77,False,2,,2,Cloud Custodian policy that logs unused security groups,False,False,False,False,False,False,True,False,False,False,5
opensource-observer/oss-directory,2023-08-02T23:50:31Z,2025-04-04T13:19:13Z,9344,66,Python,True,164,False,4,"data,github,open-source,public-goods,research",4,A curated directory of open source software (OSS) projects and their associated artifacts,False,False,False,False,False,False,True,False,False,False,107
cloud-custodian/helm-charts,2020-12-21T15:46:19Z,2024-12-02T06:51:59Z,34,6,Smarty,True,19,False,1,,1,Helm Charts,False,False,False,False,False,False,True,False,False,False,8
aws-samples/aws-cloud-custodian-sample-collection,2021-08-16T15:17:30Z,2024-10-21T22:28:34Z,37,10,,True,5,False,0,,0,,False,False,False,False,False,False,True,False,False,False,2
Azure/aks-app-routing-operator,2022-03-29T17:30:46Z,2025-03-27T20:54:49Z,1749,33,Go,True,21,False,35,,35,Kubernetes operator that implements AKS Application Routing,False,False,False,True,False,False,False,False,False,True,16
bmuschko/cks-crash-course,2022-04-07T13:07:47Z,2025-04-02T01:45:14Z,26414,128,Shell,True,143,False,0,"certification,kubernetes,training",0,In-depth and hands-on practice for acing the exam.,False,False,False,True,False,False,False,False,False,True,2
devopscert202/k8sforbeginners,2024-11-20T05:18:11Z,2025-03-30T16:40:05Z,597,5,HTML,True,62,False,0,,0,,False,False,False,True,False,False,False,False,False,True,4
netscaler/cloud-native-getting-started,2019-01-02T14:25:16Z,2025-01-28T16:17:35Z,117771,49,HCL,False,23,False,7,,7,Learn how to use Citrix ADC in Kubernetes for 2 tier microservices architecture for Cloud Native applications,False,False,False,True,False,False,False,False,False,True,15
RafaySystems/terraform-provider-rafay,2021-07-09T05:46:21Z,2025-04-08T06:59:33Z,7310,8,Go,True,12,False,35,,35,Rafay terraform provider ,False,False,False,True,False,False,False,False,False,True,67
jouve/charts,2023-05-16T22:17:28Z,2025-03-26T21:42:38Z,1583,16,Mustache,True,22,False,4,,4,,False,False,False,True,False,False,False,False,False,True,84
tigera-solutions/calicocloud-kaas-workshop-demo,2021-07-19T22:07:13Z,2025-03-30T02:58:29Z,69024,16,,True,12,False,0,"aks,aws,azure,cc,eks,gcp,gke,regismartins,rke,training,vanilla,workshop",0,"Master repo for Calico cloud workshop with managed cluster(EKS & AKS and GKE), RKE and self-managed cluster  ",False,False,False,True,False,False,False,False,False,True,4
mawinkler/c1-playground,2021-01-19T11:20:25Z,2024-10-09T14:18:16Z,27708,7,Shell,True,5,False,0,"falco,grafana,kubernetes,opa,playground,prometheus,security,trend-micro",0,Ultra fast and slim kubernetes playground.,False,False,False,True,False,False,False,False,False,True,3
aws/aws-eks-best-practices,2019-10-23T23:50:53Z,2025-04-05T00:20:34Z,79145,2101,Python,True,522,False,88,,88,"A best practices guide for day 2 operations, including operational excellence, security, reliability, performance efficiency, and cost optimization.",False,False,False,True,False,False,False,False,False,True,219
Azure/Community-Policy,2019-11-13T00:24:57Z,2025-04-02T15:07:18Z,5392,654,Open Policy Agent,True,336,False,2,,2,This repo is for Microsoft Azure customers and Microsoft teams to collaborate in making custom policies. ,False,False,False,True,False,False,False,False,False,True,125
pulumi/templates,2018-03-09T18:21:12Z,2025-03-23T03:58:06Z,2346,113,Go,True,70,False,113,,113,Templates used by `pulumi new`,False,False,False,True,False,False,False,False,False,False,75
WallarooLabs/wally,2015-12-30T15:11:24Z,2025-03-05T06:35:26Z,281446,1480,Pony,True,68,False,346,"api,framework,go,golang,linux,pony-language,python,stream-processing,stream-processing-engine,stream-processor",346,Distributed Stream Processing,False,False,False,True,False,False,False,False,False,False,37
